GAME_ID,TEAM_ABBREVIATION,OPP_TEAM_ABBREVIATION,PLUS_MINUS,WL,GAME_DATE,P_W_PCT,PAST_WL,PAST_PTS,P_W-L,PAST_REB,PAST_AST,PAST_STL,PAST_BLK,PAST_TOV,PAST_PF,PAST_FG3_PCT,P_W_PCT_OPP,PAST_WL_OPP,PAST_PTS_OPP,P_W-L_OPP,PAST_REB_OPP,PAST_AST_OPP,PAST_STL_OPP,PAST_BLK_OPP,PAST_TOV_OPP,PAST_PF_OPP,PAST_FG3_PCT_OPP,TEAM_ELO,OPP_TEAM_ELO
0021900242,IND,MEM,12,1,"NOV 25, 2019",0.6,0.6,104.4,3.0,50.2,23.2,5.4,5.4,14.4,18.2,0.348,0.333,0.4,108.6,-5.0,44.0,28.0,7.4,4.0,16.2,20.6,0.4086,1527.807893759143,1462.2847997454874
0021900240,CLE,BKN,-2,0,"NOV 25, 2019",0.313,0.2,102.2,-6.0,40.6,18.6,7.2,2.6,15.0,19.8,0.353,0.5,0.8,104.6,0.0,43.2,21.4,7.6,4.2,13.6,20.8,0.3068,1448.9207274784526,1502.0446683079213
0021900249,SAS,LAL,-10,0,"NOV 25, 2019",0.353,0.2,114.6,-5.0,42.2,24.4,7.0,4.6,12.8,16.0,0.3682,0.875,1.0,114.4,12.0,42.8,25.6,9.8,8.2,15.2,18.2,0.41180000000000005,1449.6003034992996,1598.5591224081581
0021900248,MIL,UTA,4,1,"NOV 25, 2019",0.813,1.0,118.6,10.0,51.2,25.8,8.2,7.2,16.2,17.6,0.3532,0.688,0.6,110.4,6.0,49.2,22.2,4.6,6.2,14.6,19.0,0.3862,1583.872445981102,1547.1094999488082
0021900245,MIA,CHA,17,1,"NOV 25, 2019",0.733,0.8,108.6,7.0,42.4,25.2,9.4,4.4,19.4,16.0,0.3814,0.353,0.2,104.6,-5.0,41.4,23.0,6.0,5.2,16.0,19.0,0.3722,1556.3760119479116,1448.9714306991548
0021900241,DET,ORL,15,1,"NOV 25, 2019",0.313,0.2,104.2,-6.0,40.4,25.4,7.6,6.6,16.8,20.4,0.3646,0.4,0.6,110.2,-3.0,44.8,24.8,7.4,4.6,12.2,16.4,0.3644,1445.3594677621738,1477.4090135623737
0021900243,ATL,MIN,-12,0,"NOV 25, 2019",0.25,0.0,109.6,-8.0,38.0,24.0,10.2,4.6,16.8,23.4,0.33399999999999996,0.5,0.2,105.2,0.0,49.6,22.0,5.2,7.8,16.0,21.6,0.3156,1432.8098742397306,1495.034736220864
0021900251,DAL,LAC,-15,0,"NOV 26, 2019",0.688,1.0,129.8,6.0,48.2,28.8,7.0,5.2,10.6,19.0,0.4304,0.706,1.0,120.6,7.0,51.6,26.6,8.4,7.0,16.8,24.8,0.38739999999999997,1547.5083044872617,1563.2811988976748
0021900252,DEN,WAS,13,1,"NOV 26, 2019",0.8,1.0,109.8,9.0,49.8,27.8,7.6,4.8,12.0,18.4,0.3802,0.357,0.6,125.4,-4.0,42.6,33.8,7.2,3.0,13.2,19.8,0.44279999999999997,1579.596228265491,1468.4390113539337
0021900256,IND,UTA,19,1,"NOV 27, 2019",0.625,0.6,107.4,4.0,49.6,24.8,5.4,5.8,14.2,16.4,0.3962,0.647,0.6,112.8,5.0,48.2,24.6,4.4,6.2,15.0,20.4,0.4266,1535.9440322604971,1538.1636912017404
0021900259,HOU,MIA,9,1,"NOV 27, 2019",0.647,0.4,118.8,5.0,48.0,21.2,8.2,3.8,14.8,22.8,0.3316,0.75,0.8,110.4,8.0,44.0,24.8,9.2,3.6,19.4,16.4,0.38520000000000004,1538.2520225818305,1563.3795101142466
0021900265,POR,OKC,17,1,"NOV 27, 2019",0.333,0.2,112.4,-6.0,45.2,24.8,6.4,6.2,13.4,22.2,0.388,0.375,0.4,109.8,-4.0,40.0,23.0,8.4,5.0,14.2,20.6,0.3392,1449.3266276235956,1470.38760160232
0021900258,TOR,NYK,28,1,"NOV 27, 2019",0.75,0.8,113.4,8.0,44.8,27.2,7.0,3.8,12.0,20.0,0.3776,0.235,0.2,106.8,-9.0,43.4,21.6,7.8,4.8,11.8,24.2,0.4114,1566.059403610644,1424.578603484483
0021900263,PHX,WAS,-8,0,"NOV 27, 2019",0.5,0.2,105.2,0.0,42.8,24.2,8.2,3.6,12.4,18.2,0.3318,0.333,0.4,118.8,-5.0,39.6,31.4,7.0,2.6,13.0,19.8,0.42139999999999994,1500.1326417320138,1461.5335035657774
0021900253,BOS,BKN,11,1,"NOV 27, 2019",0.75,0.4,99.4,8.0,45.8,23.0,10.4,4.0,14.0,18.4,0.277,0.529,0.8,102.8,1.0,44.8,21.2,7.2,4.4,12.4,19.0,0.325,1561.4637441754965,1510.5274438863307
0021900261,MIL,ATL,9,1,"NOV 27, 2019",0.824,1.0,122.6,11.0,50.0,25.4,8.2,6.8,15.2,18.0,0.36019999999999996,0.235,0.0,112.0,-9.0,38.8,25.4,9.2,3.4,16.4,23.0,0.3466,1592.8182547281697,1424.5819432061442
0021900254,CHA,DET,1,1,"NOV 27, 2019",0.333,0.0,104.0,-6.0,40.0,23.6,7.2,4.6,16.6,20.2,0.35600000000000004,0.353,0.4,103.2,-5.0,43.8,24.6,7.0,5.8,16.2,18.8,0.36499999999999994,1441.9679325328198,1456.2793202129294
0021900262,SAS,MIN,-12,0,"NOV 27, 2019",0.333,0.2,112.2,-6.0,41.8,24.0,6.2,4.2,13.4,17.0,0.3926,0.529,0.4,107.0,1.0,50.4,22.2,6.0,8.0,14.6,22.6,0.34199999999999997,1443.6429640142446,1503.2626672544504
0021900255,CLE,ORL,-12,0,"NOV 27, 2019",0.294,0.2,104.4,-7.0,41.2,20.6,6.4,2.4,14.2,18.4,0.3862,0.375,0.4,105.4,-4.0,43.4,22.4,7.8,5.6,11.4,16.2,0.3658,1440.4379519000431,1466.4891611116182
0021900264,NOP,LAL,-4,0,"NOV 27, 2019",0.353,0.6,115.2,-5.0,45.6,24.6,5.8,5.6,12.4,22.2,0.3882,0.882,1.0,117.4,13.0,42.6,26.8,9.0,8.2,14.4,18.2,0.4372,1467.589876398642,1604.516461893213
0021900266,GSW,CHI,14,1,"NOV 27, 2019",0.167,0.2,102.8,-12.0,41.2,25.8,8.0,5.6,10.6,18.8,0.353,0.333,0.4,105.6,-6.0,44.4,24.8,9.2,4.6,14.2,22.6,0.3808,1405.0360781885986,1451.6544909266188
0021900257,PHI,SAC,6,1,"NOV 27, 2019",0.647,0.8,109.4,5.0,46.8,29.6,7.4,5.0,13.6,20.8,0.40800000000000003,0.438,0.6,106.4,-2.0,39.2,25.2,7.0,5.8,14.6,22.0,0.34219999999999995,1537.5541795097547,1492.9799916010604
0021900260,MEM,LAC,-2,0,"NOV 27, 2019",0.313,0.2,107.6,-6.0,43.0,27.6,6.8,4.0,13.2,19.6,0.40099999999999997,0.722,1.0,113.4,8.0,52.2,25.0,8.8,5.2,15.8,24.6,0.35100000000000003,1454.1486612441333,1572.8275301282958
0021900272,IND,ATL,1,1,"NOV 29, 2019",0.647,0.8,111.2,5.0,49.6,24.6,6.6,6.2,13.4,15.2,0.4206,0.222,0.0,112.2,-10.0,41.2,26.6,7.8,4.0,16.2,24.2,0.35419999999999996,1546.007918311192,1419.0781363214599
0021900269,ORL,TOR,-7,0,"NOV 29, 2019",0.412,0.4,106.4,-3.0,40.6,22.6,9.2,5.8,11.6,18.0,0.3558,0.765,1.0,118.2,9.0,46.8,28.2,6.8,4.2,11.6,19.6,0.39699999999999996,1475.7407490882676,1572.198353940021
0021900268,DET,CHA,-3,0,"NOV 29, 2019",0.333,0.4,102.2,-6.0,44.6,24.2,6.8,5.6,14.0,18.6,0.3418,0.368,0.2,105.2,-5.0,40.8,23.8,7.2,4.4,13.4,20.0,0.33599999999999997,1445.867638176353,1452.379614569396
0021900273,MIA,GSW,17,1,"NOV 29, 2019",0.706,0.6,110.2,7.0,43.2,24.2,8.2,3.6,19.0,20.0,0.38580000000000003,0.211,0.4,103.6,-11.0,43.4,27.4,9.0,6.8,12.6,18.4,0.37279999999999996,1552.6575412189325,1416.3698690822991
0021900278,POR,CHI,4,1,"NOV 29, 2019",0.368,0.4,118.0,-5.0,47.2,23.8,5.6,5.4,11.8,24.4,0.4202,0.316,0.4,103.4,-7.0,42.8,23.8,10.8,4.2,14.8,21.6,0.3792,1459.932069781386,1440.3207000329182
0021900274,MEM,UTA,-9,0,"NOV 29, 2019",0.294,0.0,110.0,-7.0,43.4,27.8,7.4,3.6,15.0,19.4,0.4224,0.611,0.6,112.8,4.0,45.6,24.4,4.8,5.6,15.4,20.0,0.41179999999999994,1447.4375802291536,1528.0998051510455
0021900275,OKC,NOP,5,1,"NOV 29, 2019",0.353,0.2,108.2,-5.0,40.4,22.4,7.8,4.8,12.8,20.2,0.3186,0.333,0.4,115.6,-6.0,44.4,23.8,6.6,5.4,13.6,22.6,0.39499999999999996,1459.7821594445297,1461.3388254470697
0021900279,LAL,WAS,22,1,"NOV 29, 2019",0.889,1.0,115.8,14.0,41.6,26.6,8.8,6.6,14.2,19.2,0.41800000000000004,0.375,0.6,122.6,-4.0,38.8,31.6,7.4,3.2,14.0,19.6,0.43739999999999996,1610.7675128447854,1472.6399277587434
0021900271,NYK,PHI,-6,0,"NOV 29, 2019",0.222,0.2,106.0,-10.0,42.8,21.0,8.0,5.4,13.2,23.4,0.41000000000000003,0.667,0.8,106.0,6.0,47.8,27.0,7.8,4.8,14.4,18.8,0.3682,1418.439653155106,1546.2782241380537
0021900276,SAS,LAC,10,1,"NOV 29, 2019",0.316,0.2,110.4,-7.0,41.4,25.4,5.8,5.4,12.8,17.0,0.3604,0.737,1.0,119.6,9.0,51.0,26.4,9.6,5.4,15.4,24.4,0.36360000000000003,1435.3423098389458,1579.5386111432756
0021900270,CLE,MIL,-9,0,"NOV 29, 2019",0.278,0.2,104.2,-8.0,42.8,21.0,7.0,2.2,15.4,16.2,0.3566,0.833,1.0,121.8,12.0,49.8,25.6,7.0,7.2,15.0,19.4,0.3458,1431.1863639233936,1598.322061612854
0021900277,PHX,DAL,-7,0,"NOV 29, 2019",0.471,0.2,114.6,-1.0,41.8,25.6,8.2,3.6,11.6,19.0,0.3552,0.647,0.8,127.6,5.0,46.4,27.2,8.0,4.8,12.2,20.2,0.442,1489.0262175390478,1537.9619732566407
0021900267,BKN,BOS,5,1,"NOV 29, 2019",0.5,0.8,107.6,0.0,44.4,24.0,7.8,4.2,13.6,19.6,0.3352,0.765,0.6,103.8,9.0,47.6,22.4,11.0,4.4,14.0,19.0,0.28680000000000005,1501.9830943858567,1570.0080936759705
0021900283,MIL,CHA,41,1,"NOV 30, 2019",0.842,1.0,118.6,13.0,50.0,26.2,7.2,6.4,13.8,17.4,0.33740000000000003,0.4,0.4,109.0,-4.0,40.0,25.6,7.2,5.0,12.2,18.8,0.3694,1603.8511786860158,1462.1922067671726
0021900282,HOU,ATL,47,1,"NOV 30, 2019",0.667,0.4,117.2,6.0,48.2,22.0,9.0,3.6,15.4,23.6,0.3222,0.211,0.0,107.6,-11.0,42.2,24.0,8.2,4.2,18.4,24.4,0.32,1548.9739914771446,1412.5771668707837
0021900280,SAC,DEN,3,1,"NOV 30, 2019",0.412,0.4,104.6,-3.0,38.6,25.2,7.2,5.0,14.4,21.0,0.31520000000000004,0.813,1.0,113.0,10.0,49.0,28.8,8.4,5.4,14.6,19.6,0.3696,1484.2559469727614,1586.5017360536472
0021900281,PHI,IND,3,1,"NOV 30, 2019",0.684,0.8,104.4,7.0,48.2,25.4,7.8,5.8,15.6,20.6,0.3408,0.667,1.0,115.6,6.0,47.2,24.6,7.4,6.0,13.8,17.2,0.3962,1552.756260044742,1552.5088877618682
0021900284,BKN,MIA,-3,0,"DEC 01, 2019",0.526,0.8,109.8,1.0,43.6,26.2,7.4,5.2,14.2,20.2,0.367,0.722,0.6,109.8,8.0,44.2,23.8,8.0,3.2,17.4,22.0,0.387,1513.916370505898,1558.924407900104
0021900288,DET,SAS,34,1,"DEC 01, 2019",0.316,0.4,105.8,-7.0,44.4,25.0,6.6,4.8,13.4,17.8,0.3792,0.35,0.4,105.4,-6.0,42.8,24.6,5.8,5.4,12.2,17.4,0.3632,1436.0550459785763,1449.2696648498031
0021900286,MIN,MEM,-8,0,"DEC 01, 2019",0.556,0.6,108.6,2.0,51.8,23.2,5.4,8.2,13.2,22.4,0.3688,0.278,0.0,106.0,-8.0,45.4,26.4,6.8,4.6,14.0,19.4,0.39239999999999997,1511.5633214297493,1439.7183932933945
0021900291,TOR,UTA,20,1,"DEC 01, 2019",0.778,1.0,109.8,10.0,45.4,24.4,7.4,4.6,12.2,18.6,0.3618,0.632,0.6,112.8,5.0,45.8,23.6,5.0,4.8,14.2,18.8,0.3956,1579.4912771665354,1535.8189920868047
0021900292,LAC,WAS,25,1,"DEC 01, 2019",0.7,0.8,117.6,8.0,50.0,25.8,8.4,4.6,13.6,24.2,0.36079999999999995,0.353,0.4,115.6,-5.0,40.2,29.2,8.6,3.0,14.0,20.2,0.3714,1565.6112561324182,1466.4185474481624
0021900285,NYK,BOS,-9,0,"DEC 01, 2019",0.211,0.0,100.4,-11.0,40.8,20.4,7.4,4.2,14.6,25.2,0.4204,0.722,0.4,105.4,8.0,46.8,21.2,10.8,4.8,14.4,17.6,0.2924,1411.9616172484177,1558.0748175559293
0021900287,LAL,DAL,-14,0,"DEC 01, 2019",0.895,1.0,118.4,15.0,41.8,26.6,8.8,6.6,14.6,19.2,0.4152,0.667,0.8,128.2,6.0,47.6,25.6,8.6,4.8,11.2,21.2,0.4314,1616.9888931553664,1546.5627296339314
0021900289,NOP,OKC,-3,0,"DEC 01, 2019",0.316,0.2,113.4,-7.0,42.6,22.8,6.2,5.0,13.6,22.0,0.3806,0.389,0.4,112.4,-4.0,39.8,24.4,6.6,5.6,11.6,19.8,0.34320000000000006,1451.2940212977219,1469.8269635938775
0021900290,ORL,GSW,4,1,"DEC 01, 2019",0.389,0.2,98.0,-4.0,40.6,21.0,10.2,7.4,13.2,18.8,0.325,0.2,0.2,101.8,-12.0,39.4,24.6,8.8,5.4,11.6,18.2,0.3822,1468.4478258617532,1410.1030024011277
0021900293,CHA,PHX,-5,0,"DEC 02, 2019",0.381,0.4,104.6,-5.0,41.8,25.0,6.2,4.2,11.4,18.8,0.3536,0.444,0.2,114.0,-2.0,43.4,26.6,6.6,3.4,11.6,20.8,0.35700000000000004,1456.0576192736128,1480.425461161757
0021900298,SAC,CHI,-7,0,"DEC 02, 2019",0.444,0.4,100.6,-2.0,40.0,24.0,8.2,4.4,13.6,20.4,0.2798,0.3,0.2,102.2,-8.0,41.2,23.6,10.6,3.2,14.2,21.2,0.349,1497.1167050788956,1430.8845619045956
0021900296,MEM,IND,-13,0,"DEC 02, 2019",0.316,0.2,110.0,-7.0,48.0,26.6,7.2,4.4,13.8,20.0,0.40040000000000003,0.632,0.8,115.8,5.0,40.8,23.8,7.8,5.0,15.6,17.6,0.4114,1451.7572777621353,1542.5160077073022
0021900294,PHI,UTA,9,1,"DEC 02, 2019",0.7,0.8,105.2,8.0,44.4,24.4,8.6,6.0,15.0,19.6,0.3594,0.6,0.4,112.2,4.0,46.4,23.2,5.2,3.4,14.4,19.4,0.3822,1562.749140099308,1527.0694028309942
0021900297,MIL,NYK,44,1,"DEC 02, 2019",0.85,1.0,118.6,14.0,49.0,28.0,7.2,6.4,12.8,16.0,0.354,0.2,0.0,100.4,-12.0,40.2,20.0,7.2,4.2,14.6,25.2,0.378,1609.9857661795756,1405.93553376862
0021900295,ATL,GSW,25,1,"DEC 02, 2019",0.2,0.0,109.2,-12.0,41.2,24.0,6.8,4.2,17.2,25.4,0.33120000000000005,0.19,0.2,102.2,-13.0,41.8,25.2,8.6,5.4,11.8,18.4,0.37520000000000003,1406.3130037023113,1401.7666918026357
0021900301,TOR,MIA,-11,0,"DEC 03, 2019",0.789,1.0,113.2,11.0,44.6,26.4,9.2,5.2,12.8,19.2,0.4008,0.737,0.6,108.4,9.0,45.6,20.4,6.6,3.0,15.4,22.0,0.3782,1588.2408664223458,1567.6361705989455
0021900305,LAC,POR,20,1,"DEC 03, 2019",0.714,0.8,123.2,9.0,51.0,24.8,8.2,4.8,13.0,22.8,0.36960000000000004,0.4,0.6,118.6,-4.0,47.4,23.8,5.8,6.8,11.0,24.0,0.3764,1572.831382384297,1469.3682079097086
0021900300,WAS,ORL,-7,0,"DEC 03, 2019",0.333,0.2,115.6,-6.0,40.6,28.8,8.6,2.6,14.6,23.4,0.3624,0.421,0.4,98.6,-3.0,41.6,20.0,9.8,7.4,13.4,19.6,0.33540000000000003,1459.1984211962836,1476.7841364602452
0021900299,CLE,DET,-33,0,"DEC 03, 2019",0.263,0.2,106.2,-9.0,44.2,23.6,5.8,2.0,14.4,16.0,0.3934,0.35,0.4,106.6,-6.0,46.0,25.6,5.0,3.8,12.8,17.2,0.376,1425.6572468502318,1446.4352099812918
0021900303,SAS,HOU,2,1,"DEC 03, 2019",0.333,0.4,104.2,-7.0,42.6,24.4,6.8,6.0,11.6,17.4,0.35040000000000004,0.684,0.4,122.4,7.0,47.0,23.2,9.0,2.0,15.2,24.0,0.3446,1438.8895008470877,1555.238154645617
0021900304,DEN,LAL,-9,0,"DEC 03, 2019",0.765,0.8,106.2,9.0,50.8,26.2,8.6,4.4,15.4,19.0,0.3258,0.85,0.8,112.4,14.0,41.8,25.2,9.2,6.0,15.0,18.0,0.3574,1573.640977947513,1604.9891788646116
0021900302,NOP,DAL,-21,0,"DEC 03, 2019",0.3,0.0,109.4,-8.0,42.0,21.6,5.8,5.2,12.4,21.4,0.3786,0.684,0.8,122.6,7.0,47.8,23.8,9.4,3.6,11.6,21.0,0.385,1441.8269369028408,1558.5624439246862
0021900312,OKC,IND,-7,0,"DEC 04, 2019",0.421,0.6,112.4,-3.0,41.4,23.8,5.6,5.8,10.8,18.2,0.3456,0.65,0.8,117.0,6.0,41.2,24.8,7.4,4.2,14.8,19.2,0.4122,1479.2940479887586,1549.961601637389
0021900309,ATL,BKN,-12,0,"DEC 04, 2019",0.238,0.2,106.8,-11.0,41.2,21.8,7.6,3.6,17.0,22.4,0.30400000000000005,0.5,0.6,107.8,0.0,43.6,26.6,6.2,5.6,13.0,20.8,0.363,1416.1821577951987,1505.2046078070564
0021900308,ORL,PHX,14,1,"DEC 04, 2019",0.45,0.6,102.8,-2.0,44.6,20.4,8.2,7.2,13.4,20.0,0.3484,0.474,0.4,111.6,-1.0,43.2,27.0,7.0,4.2,10.2,21.2,0.316,1486.278410695991,1489.7252460593186
0021900311,CHI,MEM,7,1,"DEC 04, 2019",0.333,0.4,103.2,-7.0,39.4,23.0,10.2,2.6,15.2,20.4,0.36879999999999996,0.3,0.2,109.2,-8.0,46.2,25.6,5.8,5.0,12.2,20.2,0.35960000000000003,1442.7681149886048,1444.3116838320484
0021900306,CHA,GSW,15,1,"DEC 04, 2019",0.364,0.4,102.4,-6.0,43.8,25.2,6.0,4.2,11.4,20.0,0.3238,0.182,0.2,96.2,-14.0,43.6,23.0,8.6,6.4,14.8,18.8,0.3246,1446.7578343760513,1391.8975377097483
0021900314,UTA,LAL,-25,0,"DEC 04, 2019",0.571,0.2,105.4,3.0,45.0,22.0,6.0,4.2,14.8,20.4,0.3442,0.857,0.8,111.6,15.0,45.0,26.2,8.4,5.6,15.0,19.8,0.3492,1518.092753271875,1614.089345630048
0021900310,BOS,MIA,19,1,"DEC 04, 2019",0.737,0.6,107.2,9.0,45.0,21.0,9.6,5.8,13.6,18.8,0.3122,0.75,0.8,115.4,10.0,49.0,23.8,6.2,3.6,14.2,24.2,0.4072,1564.100901035727,1578.2285271222233
0021900313,DAL,MIN,7,1,"DEC 04, 2019",0.7,0.8,117.6,8.0,48.2,22.0,8.8,3.8,12.6,20.2,0.36119999999999997,0.526,0.4,107.6,1.0,52.2,23.2,5.6,7.4,13.4,21.6,0.3564,1565.323500383055,1499.5244369610084
0021900307,DET,MIL,-24,0,"DEC 04, 2019",0.381,0.6,114.0,-5.0,47.2,27.8,5.8,4.6,11.8,16.8,0.4215999999999999,0.857,1.0,124.2,15.0,50.6,29.0,6.6,5.6,11.2,17.8,0.3752,1455.8378840700466,1614.70622930867
0021900315,POR,SAC,11,1,"DEC 04, 2019",0.381,0.6,112.2,-5.0,49.0,21.4,5.6,5.8,12.0,23.2,0.341,0.421,0.4,102.4,-3.0,41.6,23.2,8.0,5.0,14.0,20.6,0.30360000000000004,1462.2611052532122,1485.2331519948864
0021900317,NYK,DEN,-37,0,"DEC 05, 2019",0.19,0.0,97.2,-13.0,41.2,16.6,5.6,5.0,14.4,25.0,0.35419999999999996,0.722,0.6,104.4,8.0,48.2,25.6,7.8,4.4,14.8,19.8,0.30060000000000003,1401.2150706395257,1564.5408111820766
0021900318,TOR,HOU,-10,0,"DEC 05, 2019",0.75,0.8,111.4,10.0,45.8,27.0,9.2,5.0,12.0,20.0,0.38180000000000003,0.65,0.4,130.0,6.0,50.4,23.8,9.4,3.0,14.6,25.6,0.3402,1577.648509899068,1542.0091811299044
0021900319,NOP,PHX,-7,0,"DEC 05, 2019",0.286,0.0,104.8,-9.0,43.8,21.4,5.2,4.8,12.6,20.4,0.3492,0.45,0.2,114.4,-2.0,37.8,29.8,7.2,3.6,11.4,21.8,0.3498,1435.065880444472,1479.6260414173692
0021900316,WAS,PHI,6,1,"DEC 05, 2019",0.316,0.2,118.4,-7.0,39.2,27.4,9.4,2.8,13.4,23.4,0.35459999999999997,0.714,0.8,103.2,9.0,45.0,23.6,8.8,6.2,15.0,18.6,0.3628,1449.7041469605379,1571.7257896584274
0021900325,CHI,GSW,-2,0,"DEC 06, 2019",0.364,0.4,101.2,-6.0,41.6,22.0,8.8,4.6,16.6,20.8,0.354,0.174,0.2,95.0,-15.0,42.8,21.2,8.0,5.6,15.6,17.8,0.3128,1452.8125421789152,1383.4635506291556
0021900321,CLE,ORL,-6,0,"DEC 06, 2019",0.25,0.2,104.8,-10.0,45.4,22.2,6.4,2.6,15.0,15.2,0.3698,0.476,0.8,110.8,-1.0,45.4,22.8,8.4,7.2,15.4,19.6,0.39640000000000003,1416.254572761477,1496.3776153379404
0021900329,POR,LAL,-23,0,"DEC 06, 2019",0.409,0.8,116.8,-4.0,50.0,22.8,5.6,6.6,12.4,22.8,0.371,0.864,0.8,113.0,16.0,46.2,26.0,9.6,6.8,14.6,19.6,0.36100000000000004,1472.9213320827791,1621.394569886201
0021900320,CHA,BKN,-7,0,"DEC 06, 2019",0.391,0.6,103.6,-5.0,45.6,26.2,6.0,5.6,11.4,19.2,0.35680000000000006,0.524,0.6,113.2,1.0,47.2,28.2,6.6,6.6,13.8,21.6,0.3798,1455.191821456644,1512.6969744000148
0021900322,DET,IND,7,1,"DEC 06, 2019",0.364,0.4,114.0,-6.0,45.4,28.2,5.6,4.2,11.4,16.6,0.40919999999999995,0.667,0.8,113.2,7.0,39.6,22.8,7.2,3.2,13.8,21.2,0.3782,1450.1163669474327,1557.9552183391713
0021900324,MIA,WAS,9,1,"DEC 06, 2019",0.714,0.6,110.6,9.0,47.2,22.0,5.8,3.4,14.2,24.6,0.39699999999999996,0.35,0.4,121.4,-6.0,40.2,27.2,9.4,2.4,13.2,23.0,0.386,1567.8221253199038,1463.0785980930136
0021900327,MIL,LAC,28,1,"DEC 06, 2019",0.864,1.0,125.2,16.0,51.8,29.8,6.8,6.0,12.2,18.4,0.39180000000000004,0.727,0.8,119.8,10.0,49.6,24.4,8.8,4.4,13.8,21.6,0.3952,1620.4277464312838,1579.9384850407935
0021900328,SAS,SAC,1,1,"DEC 06, 2019",0.364,0.4,109.0,-6.0,44.4,26.2,7.4,7.0,11.2,19.4,0.33259999999999995,0.4,0.2,103.0,-4.0,42.6,24.0,7.6,5.4,13.4,20.6,0.2974,1452.1184743628003,1474.5729251653195
0021900326,OKC,MIN,12,1,"DEC 06, 2019",0.4,0.6,107.0,-4.0,41.4,23.2,4.6,6.2,10.8,17.4,0.3438,0.5,0.4,111.4,0.0,50.8,25.2,5.6,7.0,13.2,21.8,0.38360000000000005,1471.3004312869764,1491.3959644216623
0021900323,BOS,DEN,13,1,"DEC 06, 2019",0.75,0.8,111.2,10.0,46.2,21.0,8.8,6.2,13.4,19.0,0.33840000000000003,0.737,0.6,111.0,9.0,48.2,28.4,8.0,4.4,14.0,20.2,0.35819999999999996,1574.5073028380466,1570.1580967823015
0021900334,UTA,MEM,14,1,"DEC 07, 2019",0.545,0.2,101.0,2.0,45.0,20.2,5.8,3.6,15.2,20.6,0.3412,0.286,0.2,106.2,-9.0,47.4,24.4,7.4,5.2,13.0,22.6,0.31660000000000005,1510.787529015722,1434.267256641738
0021900330,DAL,NOP,46,1,"DEC 07, 2019",0.714,0.8,114.4,9.0,48.0,21.2,8.0,3.8,11.8,19.0,0.3434,0.273,0.0,109.4,-10.0,42.8,21.6,7.6,5.4,15.4,21.0,0.36879999999999996,1573.4519729224012,1426.3414386593988
0021900332,PHI,CLE,47,1,"DEC 07, 2019",0.682,0.8,106.6,8.0,43.6,23.6,8.8,6.8,16.0,19.4,0.3806,0.238,0.0,100.2,-11.0,44.0,22.8,6.4,3.6,15.6,16.2,0.364,1558.3513385259516,1408.5206690237985
0021900333,HOU,PHX,6,1,"DEC 07, 2019",0.667,0.6,130.0,7.0,52.6,25.2,9.4,3.0,16.0,25.0,0.3504,0.476,0.4,121.4,-1.0,40.8,30.8,9.6,4.4,12.6,24.0,0.359,1553.0313806869924,1488.3504832024423
0021900331,NYK,IND,-1,0,"DEC 07, 2019",0.182,0.0,95.4,-14.0,39.2,16.8,6.2,5.6,14.0,22.4,0.3044,0.636,0.6,109.2,6.0,37.8,23.0,7.2,4.2,13.6,21.0,0.3804,1395.5977850393008,1544.9473437865215
0021900342,LAL,MIN,17,1,"DEC 08, 2019",0.87,0.8,117.4,17.0,47.8,26.2,9.8,7.2,14.8,19.4,0.3888,0.476,0.4,117.2,-1.0,46.6,25.0,6.8,5.4,13.0,23.0,0.3948,1627.36360798478,1480.8182126140039
0021900339,WAS,LAC,-16,0,"DEC 08, 2019",0.333,0.2,114.0,-7.0,41.2,26.6,8.8,2.2,12.6,23.0,0.339,0.696,0.6,115.2,9.0,48.0,23.6,8.2,4.6,15.2,20.0,0.3786,1456.0052267883075,1571.0986125216039
0021900341,POR,OKC,-12,0,"DEC 08, 2019",0.391,0.6,116.0,-5.0,45.8,22.2,5.8,6.4,12.4,23.8,0.37060000000000004,0.429,0.6,114.8,-3.0,40.6,21.8,5.2,5.4,9.8,18.2,0.3306,1466.9522939842002,1481.8781830946348
0021900336,CHA,ATL,-15,0,"DEC 08, 2019",0.375,0.4,104.0,-6.0,44.2,25.4,6.6,5.4,14.6,18.8,0.3952,0.227,0.2,107.8,-12.0,39.8,21.4,8.0,4.6,16.8,21.2,0.3106,1446.832002719275,1408.6897912022403
0021900337,MIA,CHI,5,1,"DEC 08, 2019",0.727,0.8,111.4,10.0,49.0,23.2,5.4,4.2,13.0,22.4,0.3928,0.348,0.4,102.0,-7.0,41.6,21.4,9.4,4.2,16.0,20.8,0.3907999999999999,1574.89549662461,1440.842609972866
0021900338,PHI,TOR,6,1,"DEC 08, 2019",0.696,0.8,115.4,9.0,44.0,28.2,9.8,6.4,14.2,20.2,0.42679999999999996,0.714,0.6,113.0,9.0,46.8,27.0,11.0,5.0,13.4,20.6,0.3786,1564.2877065709408,1566.62631034198
0021900335,BKN,DEN,3,1,"DEC 08, 2019",0.545,0.6,113.8,2.0,47.4,29.4,7.4,5.6,15.2,21.6,0.394,0.7,0.4,106.8,8.0,46.0,27.2,8.2,4.8,14.4,20.0,0.3012,1521.056793137384,1560.2832704569748
